symbol,date,news_count,rolling_3_sentiment,rolling_7_sentiment,return_1d,return_3d,return_7d,direction
ONGC,2025-08-13 07:00:00,6,0.4444444444444444,0.4761904761904762,-0.007248511897140042,0.01347365156328939,0.010491321119239894,UP
ONGC,2025-10-24 07:00:00,2,-0.3333333333333333,-0.1428571428571428,-0.006628474330688583,0.020756111243274145,0.022404345395206082,DOWN
ONGC,2025-11-07 08:00:00,2,0.0,0.2857142857142857,-0.0031720710557112675,-0.0037646190232559773,-0.01658578548299694,DOWN
ONGC,2025-11-10 08:00:00,3,0.6666666666666666,0.5714285714285714,-0.007756583144644558,-0.008151127285997317,-0.019958369484902816,UP
ONGC,2025-11-11 08:00:00,8,0.8333333333333334,0.5,0.017638852621151946,0.0065424679268581976,-0.005952107949468877,DOWN
ONGC,2025-11-12 08:00:00,5,0.8333333333333334,0.5,-0.011817979429518899,-0.0021876987341604703,-0.02601423283258064,UP
ONGC,2025-11-27 08:00:00,2,0.6666666666666666,0.7857142857142857,-0.0030737727215760513,-0.008559232560297891,-0.02309234504392188,UP
ONGC,2025-12-04 08:00:00,2,-0.6666666666666666,0.1428571428571428,-0.004128289618965719,-0.00948511744364322,-0.026120339817254035,DOWN
ONGC,2025-12-05 08:00:00,2,-0.3333333333333333,0.0,-0.011234068791846408,-0.0062494839217509535,-0.02245904890090633,UP
ONGC,2026-01-05 08:00:00,4,0.1666666666666666,0.5,0.015960398647873797,0.016600845099562056,0.031381943994947425,DOWN
ONGC,2026-01-08 08:00:00,2,0.8333333333333334,0.5,0.011537451568760071,-0.03224609899093778,-0.026166953407626092,UP
ONGC,2026-01-15 08:00:00,2,0.0,0.0,-0.004270230714265577,0.013905963197397009,0.033924504736150274,DOWN
ONGC,2026-01-28 08:00:00,11,-0.1515151515151515,0.5064935064935064,0.025355725166692045,0.12188866908112339,0.13277943950209936,DOWN
ONGC,2026-01-29 08:00:00,3,-0.3737373737373737,0.1255411255411255,-0.023348800143548787,0.08473480921999488,0.11884849272349274,DOWN
ONGC,2026-01-30 08:00:00,2,0.111111111111111,0.1255411255411255,-0.05580752365266395,-0.05447158641305938,0.04777818201922868,UP
ONGC,2026-02-02 08:00:00,2,1.0,0.4112554112554112,0.012010218547245044,-0.0667781015011264,0.053235496185111586,UP
ONGC,2026-02-05 08:00:00,2,0.3333333333333333,0.619047619047619,-0.0009286008840215798,0.04649817939578482,0.001377799735116314,DOWN
ONGC,2026-02-09 08:00:00,2,0.0,0.4285714285714285,0.02081767252045208,0.010958372271604011,0.011860533771054449,UP
ONGC,2026-02-12 08:00:00,7,0.1428571428571428,0.0612244897959183,-0.03238657177763882,-0.01745366148711347,0.0016856399645741593,UP
ONGC,2026-02-19 08:00:00,6,0.3333333333333333,0.2517006802721088,0.01456399085706006,0.049133989055266225,0.03862739885619981,DOWN
ONGC,2026-02-26 08:00:00,2,0.6666666666666666,-0.1904761904761904,-0.0014280395850350125,0.011573281038087746,0.057067293103569616,UP
ONGC,2026-02-27 08:00:00,2,-0.6666666666666666,-0.1904761904761904,0.008938147625640935,0.017120201084927622,0.0274895994113602,DOWN
ONGC,2026-02-28 08:00:00,3,-0.5555555555555556,-0.0952380952380952,0.008938147625640935,0.017120201084927622,0.0274895994113602,DOWN
POWERGRID,2024-07-26 07:00:00,2,-1.0,-0.1428571428571428,-0.005374795109089003,0.01542342953003506,0.0032233604041074226,UP
POWERGRID,2024-11-06 08:00:00,4,0.1666666666666666,0.3571428571428571,-0.01742536515871307,-0.00792510986478312,-0.02370912337092035,UP
POWERGRID,2025-02-04 08:00:00,3,1.0,0.6428571428571429,-0.0015751473184657527,-0.016042758395682366,0.004402277875067195,DOWN
POWERGRID,2025-05-18 07:00:00,2,-0.3333333333333333,0.1428571428571428,0.012824775277212819,0.027369430554622376,-0.013625313986961984,DOWN
POWERGRID,2025-05-19 07:00:00,13,0.7948717948717948,0.0549450549450549,-0.020226914166551535,-0.005840133535643499,-0.004677339788661028,DOWN
POWERGRID,2025-05-20 07:00:00,7,0.6996336996336997,0.2998430141287284,-0.005874546846363793,-0.013491083262253123,-0.0417408228447359,DOWN
POWERGRID,2025-08-03 07:00:00,2,-0.6666666666666666,-0.1203007518796992,-0.011330358101253157,-0.0034608140869563098,-0.03808245232245033,DOWN
POWERGRID,2025-09-25 07:00:00,3,0.3333333333333333,0.4285714285714285,-0.007559723870813384,-0.022002815875063808,-0.017064165383828156,DOWN
POWERGRID,2025-09-30 07:00:00,2,-1.0,-0.4285714285714285,0.0014273811977798534,-0.005668733569633377,-0.020931369763996677,UP
POWERGRID,2025-10-24 07:00:00,2,-0.3333333333333333,0.1428571428571428,0.008838853102686173,0.008489159837823612,0.0003436140366657181,DOWN
POWERGRID,2025-10-27 07:00:00,2,1.0,0.4285714285714285,-0.009620260097418787,-0.004833379231387047,-0.012335183334869049,UP
POWERGRID,2025-11-03 08:00:00,11,0.1515151515151515,-0.2207792207792207,-0.031076419532753197,-0.04271010526012109,-0.032755551393399585,DOWN
POWERGRID,2025-11-04 08:00:00,7,0.0476190476190476,-0.0575139146567717,-0.03171475800647716,-0.062293962625778576,-0.07163713797747262,UP
POWERGRID,2025-11-05 08:00:00,2,0.6666666666666666,0.4489795918367347,-0.03171475800647716,-0.062293962625778576,-0.07163713797747262,UP
POWERGRID,2025-11-12 08:00:00,2,0.4444444444444444,0.1904761904761905,0.010295814015395255,0.006152128690376735,-0.04725855903560894,UP
POWERGRID,2025-11-21 08:00:00,2,0.925925925925926,0.5587301587301587,-0.006484194387094244,0.002362264247441237,0.022049156705869377,DOWN
POWERGRID,2025-11-24 08:00:00,2,0.6666666666666666,0.5111111111111112,-0.00852056442571203,-0.01352815617919878,0.007924911830095027,UP
POWERGRID,2025-12-30 08:00:00,3,-0.5555555555555556,-0.238095238095238,0.016324184134540065,-0.0032020410846644864,0.004365171263128076,UP
POWERGRID,2025-12-31 08:00:00,2,-0.2222222222222222,-0.3809523809523809,0.008314285787595743,0.023791109546392075,0.006792382870203673,UP
POWERGRID,2026-01-05 08:00:00,2,-0.3333333333333333,-0.5238095238095237,-0.011411732910488914,0.006559291446618154,0.011678271541872842,DOWN
POWERGRID,2026-01-20 08:00:00,2,-0.3333333333333333,-0.1428571428571428,0.006888421002507972,-0.005829671011079229,-0.01063616782851362,UP
POWERGRID,2026-01-23 08:00:00,3,0.1111111111111111,-0.0952380952380951,0.0007869557440909336,-0.005668536272859459,-0.015482884995767221,UP
POWERGRID,2026-01-26 08:00:00,2,0.4444444444444444,0.0476190476190476,0.0007869557440909336,-0.005668536272859459,-0.015482884995767221,UP
POWERGRID,2026-01-30 08:00:00,5,0.3333333333333333,0.4761904761904763,0.05419107056898098,0.04080064457143018,0.05707581993751831,UP
POWERGRID,2026-01-31 08:00:00,2,0.6666666666666666,0.3333333333333334,0.05419107056898098,0.04080064457143018,0.05707581993751831,UP
POWERGRID,2026-02-02 08:00:00,7,-0.3809523809523809,0.1224489795918368,0.04733727135338084,0.08714013244405483,0.09238185195567805,UP
POWERGRID,2026-02-04 08:00:00,4,-0.2142857142857142,0.0510204081632653,-0.00017274873738803986,0.07008135719031805,0.13760568715364951,UP
POWERGRID,2026-02-11 08:00:00,2,0.3333333333333333,-0.0918367346938774,-0.001867951393257683,0.014322670911076418,0.049432835313455215,DOWN
POWERGRID,2026-02-17 08:00:00,2,-0.3333333333333333,-0.0714285714285713,-0.0006650447449085828,0.046483199925193786,0.03727346951844268,DOWN
POWERGRID,2026-02-24 08:00:00,2,-0.3333333333333333,-0.2857142857142856,0.008038098114017567,0.0277637981403418,0.022462562396006636,DOWN
POWERGRID,2026-02-25 08:00:00,3,-0.1111111111111111,-0.619047619047619,-0.013018714401952791,-0.00032967233065261947,0.00831255195344971,DOWN
