symbol,date,sentiment_mean,sentiment_std,positive_ratio,negative_ratio,news_count,rolling_3_sentiment,rolling_7_sentiment
TATASTEEL,2026-01-22 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.6666666666666666,0.2857142857142857
TATASTEEL,2026-01-23 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.3333333333333334,0.42857142857142855
TATASTEEL,2026-01-26 08:00:00,1.0,0.0,1.0,0.0,3,0.3333333333333334,0.7142857142857143
TATASTEEL,2026-01-28 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,7.401486830834377e-17,0.2857142857142857
TATASTEEL,2026-01-29 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,0.22222222222222232,0.09523809523809522
TATASTEEL,2026-02-01 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.22222222222222232,0.23809523809523808
TATASTEEL,2026-02-05 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.11111111111111104,0.0476190476190476
TATASTEEL,2026-02-06 08:00:00,-0.36,0.9521904571390466,0.32,0.68,25,0.10222222222222233,-0.003809523809523826
TATASTEEL,2026-02-07 08:00:00,-0.5,1.0,0.25,0.75,4,0.04666666666666678,-0.027619047619047623
TATASTEEL,2026-02-09 08:00:00,-0.2,1.0327955589886444,0.4,0.6,10,-0.7333333333333333,-0.34190476190476193
TATASTEEL,2026-02-10 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.5111111111111111,-0.3419047619047619
TATASTEEL,2026-02-16 08:00:00,0.3333333333333333,1.1547005383792517,0.6666666666666666,0.3333333333333333,3,-0.33333333333333326,-0.5285714285714286
TATASTEEL,2026-02-18 08:00:00,-0.5,1.0,0.25,0.75,4,-0.38888888888888884,-0.5285714285714286
TATASTEEL,2026-02-19 08:00:00,-0.7142857142857143,0.7559289460184545,0.14285714285714285,0.8571428571428571,7,-0.738095238095238,-0.4877551020408163
TATASTEEL,2026-02-20 08:00:00,-0.2,1.0954451150103321,0.4,0.6,5,-0.6380952380952379,-0.4877551020408163
TATASTEEL,2026-02-22 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.3047619047619046,-0.44013605442176873
TATASTEEL,2026-02-23 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.06666666666666655,-0.2972789115646259
TATASTEEL,2026-02-25 08:00:00,-1.0,0.0,0.0,1.0,4,-0.3333333333333332,-0.48775510204081635
TATASTEEL,2026-02-26 08:00:00,0.3333333333333333,1.1547005383792517,0.6666666666666666,0.3333333333333333,3,0.11111111111111122,-0.08299319727891159
TCS,2025-07-10 07:00:00,0.38461538461538464,0.9607689228305227,0.6923076923076923,0.3076923076923077,13,0.4615384615384615,0.41208791208791207
TCS,2025-07-11 07:00:00,1.0,0.0,1.0,0.0,3,-0.3333333333333333,0.1978021978021978
TCS,2025-07-14 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.6666666666666666,0.05494505494505494
TCS,2025-07-15 07:00:00,1.0,0.0,1.0,0.0,2,0.6666666666666666,0.1978021978021978
TCS,2025-07-28 07:00:00,1.0,0.0,1.0,0.0,2,0.6666666666666666,0.2857142857142857
TCS,2025-07-29 07:00:00,1.0,0.0,1.0,0.0,2,1.0,0.5714285714285714
TCS,2025-08-12 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,0.42857142857142855
TCS,2025-08-20 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.3333333333333333,0.14285714285714285
TCS,2025-09-02 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.3333333333333333,-0.2857142857142857
TCS,2025-09-25 07:00:00,1.0,0.0,1.0,0.0,2,1.0,0.5714285714285714
TCS,2025-10-06 07:00:00,1.0,0.0,1.0,0.0,2,1.0,1.0
TCS,2025-10-08 07:00:00,0.75,0.7071067811865476,0.875,0.125,8,0.9166666666666666,0.9642857142857143
TCS,2025-10-09 07:00:00,-0.07692307692307693,1.0167822548835879,0.46153846153846156,0.5384615384615384,26,0.5576923076923077,0.8104395604395604
TCS,2025-10-10 07:00:00,0.6,0.8944271909999159,0.8,0.2,5,0.5076923076923077,0.7532967032967033
TCS,2025-10-12 07:00:00,0.3333333333333333,1.1547005383792517,0.6666666666666666,0.3333333333333333,3,0.6444444444444445,0.658058608058608
TCS,2025-11-20 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.6666666666666666,0.4761904761904762
TCS,2025-11-24 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,0.22222222222222224,0.38095238095238093
TCS,2025-12-04 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.4444444444444444,-0.04761904761904761
TCS,2025-12-11 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.3333333333333333,0.09523809523809525
TCS,2025-12-17 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.3333333333333333,-0.04761904761904761
TCS,2025-12-18 08:00:00,0.5,1.0,0.75,0.25,4,0.16666666666666666,0.02380952380952382
TCS,2026-01-11 08:00:00,-0.5,1.0,0.25,0.75,4,-0.16666666666666666,0.21428571428571427
TCS,2026-01-12 08:00:00,0.37254901960784315,0.9372466978064097,0.6862745098039216,0.3137254901960784,51,0.2908496732026144,0.12464985994397759
TCS,2026-01-13 08:00:00,0.16666666666666666,1.0298573010888745,0.5833333333333334,0.4166666666666667,12,-0.15359477124183007,-0.2801120448179272
TCS,2026-01-14 08:00:00,-1.0,0.0,0.0,1.0,3,-0.6111111111111112,-0.2801120448179272
TCS,2026-01-20 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.6666666666666666,-0.42296918767507
TCS,2026-01-23 08:00:00,-1.0,0.0,0.0,1.0,2,-3.700743415417188e-17,-0.4047619047619047
TCS,2026-01-27 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,0.5555555555555556,0.09523809523809525
TCS,2026-01-30 08:00:00,-1.0,0.0,0.0,1.0,2,-0.11111111111111109,0.2380952380952381
TCS,2026-02-04 08:00:00,-1.0,0.0,0.0,1.0,2,-0.3333333333333333,0.23809523809523814
TCS,2026-02-11 08:00:00,1.0,0.0,1.0,0.0,2,-0.3333333333333333,-0.04761904761904761
TCS,2026-02-12 08:00:00,0.3333333333333333,1.1547005383792517,0.6666666666666666,0.3333333333333333,3,0.1111111111111111,0.04761904761904762
TCS,2026-02-13 04:48:22,-1.0,0.0,0.0,1.0,2,0.11111111111111109,0.04761904761904764
TCS,2026-02-13 08:00:00,0.2,1.0954451150103321,0.6,0.4,5,0.06666666666666665,-0.06666666666666664
TCS,2026-02-18 08:00:00,-1.0,0.0,0.0,1.0,2,-0.6,-0.06666666666666665
TCS,2026-02-19 08:00:00,0.0,1.1547005383792515,0.5,0.5,4,-0.6666666666666666,-0.39999999999999997
TCS,2026-02-24 08:00:00,0.6,0.894427190999916,0.8,0.2,5,0.19999999999999998,0.2285714285714286
TCS,2026-02-25 08:00:00,0.0,1.0954451150103321,0.5,0.5,6,-0.13333333333333333,0.2285714285714286
TCS,2026-03-02 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,0.08571428571428573
TECHM,2025-07-16 07:00:00,-0.3684210526315789,0.9551338658818386,0.3157894736842105,0.6842105263157895,19,-0.7894736842105262,-0.05263157894736842
TECHM,2025-07-17 07:00:00,0.5,0.8944271909999159,0.75,0.25,16,-0.2894736842105263,-0.12406015037593986
TECHM,2025-08-21 07:00:00,-1.0,0.0,0.0,1.0,2,0.16666666666666666,-0.4097744360902255
TECHM,2025-09-11 07:00:00,-1.0,0.0,0.0,1.0,2,-1.0,-0.4097744360902255
TECHM,2025-10-13 07:00:00,-1.0,0.0,0.0,1.0,3,-0.3333333333333333,0.42857142857142855
TECHM,2025-10-14 07:00:00,-0.08333333333333333,1.017954755408103,0.4583333333333333,0.5416666666666666,24,-0.027777777777777776,0.27380952380952384
TECHM,2025-10-15 07:00:00,0.75,0.6831300510639732,0.875,0.125,16,-0.11111111111111116,-0.04761904761904761
TECHM,2025-11-12 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-7.401486830834377e-17,0.0
TECHM,2025-11-25 08:00:00,-1.0,0.0,0.0,1.0,3,-0.3333333333333334,-0.2857142857142857
TECHM,2025-12-04 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.6666666666666666,0.2857142857142857
TECHM,2026-01-14 08:00:00,-1.0,0.0,0.0,1.0,3,-1.0,-0.14285714285714285
TECHM,2026-01-15 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.7777777777777778,-0.047619047619047616
TECHM,2026-01-16 08:00:00,-0.4666666666666667,0.8995528902176073,0.26666666666666666,0.7333333333333333,30,-0.6000000000000001,-0.2571428571428571
TECHM,2026-01-17 08:00:00,-1.0,0.0,0.0,1.0,3,-0.15555555555555567,-0.5428571428571428
TECHM,2026-01-19 08:00:00,-0.7333333333333333,0.7037315505489968,0.13333333333333333,0.8666666666666667,15,-0.9111111111111111,-0.5047619047619047
TECHM,2026-01-20 08:00:00,0.0,1.1547005383792515,0.5,0.5,4,-0.5777777777777778,-0.5333333333333333
TECHM,2026-01-21 08:00:00,1.0,0.0,1.0,0.0,5,-3.700743415417188e-17,-0.5333333333333333
TECHM,2026-01-24 08:00:00,1.0,0.0,1.0,0.0,2,-0.3333333333333333,-0.24761904761904763
TECHM,2026-01-27 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.11111111111111117,-0.19047619047619047
TECHM,2026-02-04 08:00:00,-1.0,0.0,0.0,1.0,2,0.33333333333333326,-0.14285714285714285
TECHM,2026-02-11 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.6666666666666666,-0.2857142857142857
TECHM,2026-02-12 08:00:00,0.5,1.0,0.75,0.25,4,-0.16666666666666674,-0.07142857142857142
TECHM,2026-02-13 08:00:00,0.5,1.0,0.75,0.25,4,0.33333333333333326,0.14285714285714285
TECHM,2026-02-16 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.33333333333333326,0.0
TECHM,2026-02-17 08:00:00,1.0,0.0,1.0,0.0,2,0.6666666666666666,0.2857142857142857
TECHM,2026-02-24 08:00:00,1.0,0.0,1.0,0.0,3,0.33333333333333326,0.42857142857142855
TECHM,2026-02-26 08:00:00,-1.0,0.0,0.0,1.0,2,-1.0,-0.42857142857142855
TECHM,2026-03-06 03:21:00,-1.0,0.0,0.0,1.0,2,-1.0,-1.0
TITAN,2025-08-06 07:00:00,-0.6,0.894427190999916,0.2,0.8,5,-0.19999999999999998,0.16428571428571428
TITAN,2025-08-07 07:00:00,-1.0,0.0,0.0,1.0,9,-0.19999999999999998,0.021428571428571432
TITAN,2025-08-08 07:00:00,-0.6,0.894427190999916,0.2,0.8,5,-0.7333333333333334,-0.06428571428571428
TITAN,2025-08-26 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.6666666666666666,-0.4571428571428572
TITAN,2025-09-15 07:00:00,1.0,0.0,1.0,0.0,2,-0.3333333333333333,-0.5142857142857142
TITAN,2025-10-07 07:00:00,0.14285714285714285,1.0690449676496976,0.5714285714285714,0.42857142857142855,7,-0.6190476190476191,0.020408163265306138
TITAN,2025-10-08 07:00:00,-0.7777777777777778,0.6666666666666666,0.1111111111111111,0.8888888888888888,9,-0.544973544973545,-0.5192743764172335
TITAN,2025-10-23 07:00:00,-0.5,1.0,0.25,0.75,4,-0.8333333333333334,-0.7335600907029478
TITAN,2025-11-02 07:00:00,-1.0,0.0,0.0,1.0,2,-1.0,-0.9285714285714286
TITAN,2025-11-03 08:00:00,-0.7333333333333333,0.7037315505489967,0.13333333333333333,0.8666666666666667,15,-0.9111111111111111,-0.8904761904761905
TITAN,2025-11-04 08:00:00,-0.8666666666666667,0.5163977794943222,0.06666666666666667,0.9333333333333333,15,-0.8666666666666667,-0.8714285714285712
TITAN,2025-11-05 08:00:00,0.0,1.1547005383792515,0.5,0.5,4,-0.5333333333333333,-0.7285714285714285
TITAN,2025-11-19 08:00:00,-1.0,0.0,0.0,1.0,2,-0.3333333333333333,-0.7142857142857143
TITAN,2025-11-24 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.6666666666666666,-0.5714285714285714
TITAN,2025-11-26 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.3333333333333333,-0.4285714285714285
TITAN,2025-12-19 08:00:00,-1.0,0.0,0.0,1.0,3,0.3333333333333333,0.14285714285714293
TITAN,2025-12-22 08:00:00,-1.0,0.0,0.0,1.0,2,-0.3333333333333333,0.14285714285714293
TITAN,2025-12-26 08:00:00,-0.4,0.9660917830792959,0.3,0.7,10,-0.7999999999999999,0.08571428571428577
TITAN,2025-12-31 08:00:00,0.0,1.1547005383792515,0.5,0.5,4,-0.6666666666666666,-0.7714285714285714
TITAN,2026-01-01 08:00:00,-1.0,0.0,0.0,1.0,3,-0.6666666666666666,-0.7714285714285714
TITAN,2026-01-06 08:00:00,-0.7142857142857143,0.7559289460184545,0.14285714285714285,0.8571428571428571,7,-0.9047619047619048,-0.8163265306122448
TITAN,2026-01-07 08:00:00,-0.4444444444444444,0.9217771979249536,0.2777777777777778,0.7222222222222222,18,-0.05291005291005294,-0.5941043083900226
TITAN,2026-01-14 08:00:00,1.0,0.0,1.0,0.0,3,1.0,0.2630385487528345
TITAN,2026-01-27 08:00:00,1.0,0.0,1.0,0.0,2,1.0,0.7936507936507937
TITAN,2026-01-29 08:00:00,1.0,0.0,1.0,0.0,2,0.33333333333333326,0.7142857142857143
TITAN,2026-02-03 08:00:00,-1.0,0.0,0.0,1.0,2,0.33333333333333326,0.42857142857142855
TITAN,2026-02-08 08:00:00,1.0,0.0,1.0,0.0,3,-0.3333333333333333,-0.14285714285714282
TITAN,2026-02-09 08:00:00,-0.42857142857142855,0.9759000729485331,0.2857142857142857,0.7142857142857143,7,-0.14285714285714293,-0.06122448979591833
TITAN,2026-02-10 08:00:00,-0.4,0.9403246919632545,0.3,0.7,20,0.5333333333333332,0.02448979591836737
TITAN,2026-02-11 08:00:00,-0.625,0.806225774829855,0.1875,0.8125,16,-0.8750000000000001,-0.9464285714285713
TITAN,2026-02-12 08:00:00,-1.0,0.0,0.0,1.0,3,-0.20833333333333348,-0.6607142857142857
TITAN,2026-02-20 08:00:00,-1.0,0.0,0.0,1.0,2,-0.3333333333333335,0.42857142857142855
ULTRACEMCO,2025-07-19 07:00:00,1.0,0.0,1.0,0.0,3,-0.3333333333333333,-0.14285714285714285
ULTRACEMCO,2025-07-20 07:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.1111111111111111,-0.33333333333333337
ULTRACEMCO,2025-07-21 07:00:00,-0.7272727272727273,0.7025001733142089,0.13636363636363635,0.8636363636363636,22,-0.020202020202020183,-0.29437229437229434
ULTRACEMCO,2025-07-22 07:00:00,0.0,1.1547005383792515,0.5,0.5,4,0.09090909090909093,-0.15151515151515152
ULTRACEMCO,2025-08-20 07:00:00,0.2,1.0954451150103321,0.6,0.4,5,0.06666666666666667,-0.2571428571428572
ULTRACEMCO,2025-08-21 07:00:00,-0.3333333333333333,1.0327955589886444,0.3333333333333333,0.6666666666666666,6,-0.37777777777777777,-0.1619047619047619
ULTRACEMCO,2025-09-04 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.22222222222222224,-0.019047619047619042
ULTRACEMCO,2025-09-16 07:00:00,-1.0,0.0,0.0,1.0,2,0.3333333333333333,0.09523809523809525
ULTRACEMCO,2025-10-07 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,-0.2857142857142857
ULTRACEMCO,2025-10-08 07:00:00,1.0,0.0,1.0,0.0,2,0.0,0.0
ULTRACEMCO,2025-10-18 07:00:00,-0.875,0.49999999999999994,0.0625,0.9375,16,-0.9583333333333334,-0.5535714285714286
ULTRACEMCO,2025-10-19 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.625,-0.4107142857142857
ULTRACEMCO,2025-10-20 07:00:00,-0.14285714285714285,1.0690449676496976,0.42857142857142855,0.5714285714285714,7,-0.33928571428571425,-0.43112244897959184
ULTRACEMCO,2025-10-27 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,-0.16326530612244897
ULTRACEMCO,2025-11-06 08:00:00,-1.0,0.0,0.0,1.0,2,-1.0,-0.7142857142857143
ULTRACEMCO,2025-12-04 08:00:00,1.0,0.0,1.0,0.0,2,0.3333333333333333,-0.14285714285714285
ULTRACEMCO,2025-12-09 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.6666666666666666,0.0
ULTRACEMCO,2025-12-20 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,0.42857142857142855
ULTRACEMCO,2025-12-22 08:00:00,0.2,1.0954451150103324,0.6,0.4,5,0.39999999999999997,0.31428571428571433
ULTRACEMCO,2026-01-05 08:00:00,1.0,0.0,1.0,0.0,2,-0.3333333333333333,-0.2571428571428572
ULTRACEMCO,2026-01-23 08:00:00,-1.0,0.0,0.0,1.0,4,-1.0,-0.14285714285714285
ULTRACEMCO,2026-01-24 08:00:00,-0.6666666666666666,0.7613869876268811,0.16666666666666666,0.8333333333333334,24,-0.8888888888888888,-0.38095238095238093
ULTRACEMCO,2026-01-25 08:00:00,1.0,0.0,1.0,0.0,2,-0.22222222222222218,-0.6666666666666666
ULTRACEMCO,2026-01-26 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.11111111111111106,-0.5714285714285714
ULTRACEMCO,2026-01-27 08:00:00,-0.875,0.49999999999999994,0.0625,0.9375,16,-0.06944444444444442,-0.5535714285714286
ULTRACEMCO,2026-01-29 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,-0.6666666666666666,-0.4583333333333333
ULTRACEMCO,2026-02-03 08:00:00,-0.3333333333333333,1.1547005383792517,0.3333333333333333,0.6666666666666666,3,-0.1111111111111111,-0.4761904761904762
ULTRACEMCO,2026-02-05 08:00:00,-1.0,0.0,0.0,1.0,2,-0.11111111111111109,-0.47619047619047616
ULTRACEMCO,2026-02-10 08:00:00,0.0,1.4142135623730951,0.5,0.5,2,1.850371707708594e-17,-0.04761904761904761
ULTRACEMCO,2026-02-19 08:00:00,-1.0,0.0,0.0,1.0,2,-0.3333333333333333,0.14285714285714285
ULTRACEMCO,2026-03-02 08:00:00,1.0,0.0,1.0,0.0,2,1.0,0.14285714285714285
UPL,2023-07-31 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,0.5714285714285714
UPL,2023-10-30 07:00:00,0.5,1.0,0.75,0.25,4,-0.16666666666666666,0.5
UPL,2024-05-13 07:00:00,1.0,0.0,1.0,0.0,2,1.0,0.5
UPL,2024-11-11 08:00:00,-1.0,0.0,0.0,1.0,2,0.3333333333333333,0.42857142857142855
UPL,2025-01-31 08:00:00,0.0,1.1547005383792515,0.5,0.5,4,0.0,0.0
UPL,2025-05-08 07:00:00,1.0,0.0,1.0,0.0,2,0.3333333333333333,0.0
UPL,2025-05-12 07:00:00,-0.5,0.9258200997725515,0.25,0.75,8,0.5,0.35714285714285715
UPL,2025-05-13 07:00:00,1.0,0.0,1.0,0.0,5,0.5,0.5
UPL,2025-07-22 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.0,-0.2857142857142857
UPL,2025-07-24 07:00:00,1.0,0.0,1.0,0.0,2,0.0,0.0
UPL,2025-07-28 07:00:00,0.5,1.0,0.75,0.25,4,0.8333333333333334,0.21428571428571427
UPL,2025-07-31 07:00:00,0.0,1.4142135623730951,0.5,0.5,2,0.5,0.35714285714285715
